,Rank,School,Rating,Win %,Adj win %,SOS,Offense,Defense,+/-,Adj +/-,AP,Logo Match
15,16,Northwestern,107.33098401854285,76.92307692307693,80.7912087912088,45.0,51.0,19.0,9.153846153846153,11.100270142246483,17.0,Northwestern
16,17,Florida Atlantic,103.94229799058834,76.92307692307693,82.9010989010989,100.0,7.0,42.0,15.76923076923077,8.931188553467146,NR,Florida_Atlantic
17,18,USC,103.80449786932624,78.57142857142857,77.26530612244898,42.0,28.0,50.0,6.428571428571429,10.718460790162897,12.0,USC
18,19,Iowa,103.57840955744963,61.53846153846154,61.53846153846154,12.0,59.0,16.0,8.307692307692308,14.687147210651494,NR,Iowa
19,20,Mississippi State,102.85972024489878,66.66666666666666,66.28571428571429,28.0,42.0,31.0,7.916666666666667,12.88792593813416,19.0,Mississippi_State
20,21,LSU,102.7464324531827,66.66666666666666,66.28571428571428,35.0,80.0,15.0,6.083333333333333,11.654104075312333,18.0,LSU
21,22,South Florida,102.60897863614584,81.81818181818183,79.32467532467533,96.0,9.0,41.0,14.818181818181818,8.725969491388872,21.0,South_Florida
22,23,NC State,102.07226982201539,66.66666666666666,66.66666666666666,11.0,41.0,49.0,4.833333333333333,12.961535514797177,23.0,NC_State
23,24,Boise State,101.94369246213863,78.57142857142857,80.20408163265306,84.0,30.0,35.0,9.642857142857142,7.7236951865841235,22.0,Boise_State
24,25,Stanford,101.72543746336257,64.28571428571429,62.97959183673469,49.0,34.0,32.0,9.642857142857142,10.822796871459422,20.0,Stanford
25,26,Iowa State,101.06996723505762,58.333333333333336,57.952380952380956,30.0,61.0,23.0,7.5,12.400491248428974,NR,Iowa_State
26,27,Virginia Tech,100.5073828395242,66.66666666666666,63.23809523809524,43.0,57.0,4.0,12.25,12.707617454757472,24.0,Virginia_Tech
27,28,Memphis,100.38915555868199,75.0,71.19047619047619,67.0,2.0,94.0,13.083333333333334,9.290226650563588,25.0,Memphis
28,29,Troy,99.07480805587981,83.33333333333334,86.3809523809524,122.0,38.0,14.0,11.916666666666666,1.7309194837891386,NR,Troy
29,30,Wake Forest,99.04307749663616,58.333333333333336,57.57142857142858,9.0,20.0,82.0,3.9166666666666665,12.55510136593848,NR,Wake_Forest
30,31,South Carolina,97.85394463001037,66.66666666666666,67.04761904761905,39.0,97.0,28.0,2.0833333333333335,7.033930325915422,NR,South_Carolina
31,32,Louisville,97.52802464010792,58.333333333333336,58.333333333333336,29.0,12.0,71.0,7.833333333333333,11.596411464309215,NR,Louisville
32,33,Michigan,97.32594664124154,61.53846153846154,56.61538461538461,27.0,86.0,9.0,6.384615384615385,12.200559109672497,NR,Michigan
33,34,Toledo,96.7194740041546,76.92307692307693,74.81318681318682,92.0,15.0,60.0,8.307692307692308,3.9966589889199966,NR,Toledo
34,35,Purdue,96.0902019614427,53.84615384615385,56.659340659340664,34.0,86.0,22.0,4.6923076923076925,9.60185149331117,NR,Purdue
35,36,Washington State,95.65144414880994,66.66666666666666,62.095238095238095,52.0,45.0,67.0,2.3333333333333335,5.49937933098089,NR,Washington_State
36,37,Fresno State,95.6184601196962,69.23076923076923,70.63736263736264,81.0,93.0,13.0,4.846153846153846,3.208925542099254,NR,Fresno_State
37,38,Boston College,95.2510714957809,53.84615384615385,56.307692307692314,14.0,82.0,34.0,2.8461538461538463,9.958279944152421,NR,Boston_College
38,39,San Diego State,94.71088551377585,75.0,72.71428571428572,91.0,46.0,21.0,9.666666666666666,2.564002726621875,NR,San_Diego_State
39,40,Texas,94.52194809088355,53.84615384615385,55.956043956043956,54.0,47.0,24.0,8.23076923076923,9.287606135982292,NR,Texas
40,41,Kansas State,94.20954771661373,58.333333333333336,60.238095238095234,60.0,44.0,48.0,4.75,5.801687096989173,NR,Kansas_State
41,42,Army,94.1877066093472,75.0,76.9047619047619,87.0,65.0,37.0,4.583333333333333,0.5786759987830088,NR,Army
42,43,Florida State,93.4679256781831,50.0,53.42857142857142,10.0,95.0,30.0,1.25,9.324931527133506,NR,Florida_State
43,44,Ohio,92.59738167269113,66.66666666666666,66.28571428571428,113.0,10.0,52.0,11.166666666666666,2.6227672646234366,NR,Ohio
44,45,Appalachian State,92.47345121003966,66.66666666666666,69.71428571428572,117.0,36.0,25.0,10.416666666666666,1.2014233698621268,NR,Appalachian_State
45,46,Duke,91.89795509079421,50.0,50.761904761904766,37.0,95.0,25.0,2.4166666666666665,7.688576356779141,NR,Duke
46,47,Missouri,89.83612780939244,50.0,54.19047619047619,61.0,17.0,87.0,3.75,4.705689858022049,NR,Missouri
47,48,Houston,89.77647210327505,58.333333333333336,56.047619047619044,80.0,57.0,40.0,4.416666666666667,2.6026530113231585,NR,Houston
48,49,Arizona State,88.96783272201903,53.84615384615385,54.9010989010989,57.0,35.0,96.0,-1.0,2.194761152631356,NR,Arizona_State
49,50,Navy,88.71761335329194,53.84615384615385,47.86813186813186,63.0,43.0,54.0,4.153846153846154,5.456945251436487,NR,Navy
50,51,Oregon,86.89691373067983,50.0,49.238095238095234,58.0,27.0,77.0,2.9166666666666665,3.73589090846011,NR,Oregon
51,52,Utah,88.32846122598812,50.0,48.095238095238095,65.0,52.0,39.0,5.166666666666667,6.065744537494434,NR,Utah
52,53,Texas A&M,86.87171674978316,50.0,47.714285714285715,46.0,25.0,91.0,1.3333333333333333,4.524066453408076,NR,Texas_A_M
53,54,West Virginia,86.83169524685015,50.0,46.95238095238095,33.0,30.0,95.0,-0.25,4.897194959344109,NR,West_Virginia
54,55,Northern Illinois,86.31752680385455,58.333333333333336,56.80952380952381,88.0,61.0,36.0,5.166666666666667,-0.5754346489072049,NR,Northern_Illinois
55,56,Georgia Tech,86.25456187295917,40.0,38.17142857142857,5.0,69.0,69.0,-1.0,8.463352373672992,NR,Georgia_Tech
56,57,Marshall,86.1482563094804,61.53846153846154,59.428571428571416,120.0,73.0,16.0,6.769230769230769,-1.882230055259182,NR,Marshall
57,58,Wyoming,86.02137686438724,58.333333333333336,59.476190476190474,101.0,100.0,10.0,4.166666666666667,-2.0463544719600506,NR,Wyoming
58,59,Ole Miss,85.68818313962456,45.45454545454545,47.53246753246753,56.0,37.0,111.0,-3.909090909090909,1.9941412589056053,NR,Ole_Miss
59,60,Temple,85.2913516037574,50.0,54.19047619047619,76.0,79.0,56.0,-1.0,-0.5913319467355258,NR,Temple
60,61,Arizona,84.73565759901793,50.0,46.95238095238095,74.0,8.0,107.0,4.333333333333333,2.365072683466309,NR,Arizona
61,62,Pittsburgh,84.01238264915892,36.36363636363637,40.935064935064936,22.0,98.0,58.0,-3.5454545454545454,3.7812765526602092,NR,Pittsburgh
62,63,Central Michigan,83.47167452212506,58.333333333333336,60.61904761904762,94.0,56.0,63.0,0.75,-5.400933956879758,NR,Central_Michigan
63,64,Buffalo,82.86876826449188,45.45454545454545,51.68831168831169,98.0,63.0,51.0,1.9090909090909092,-3.44602236945215,NR,Buffalo
64,65,Arkansas State,82.82971282044488,54.54545454545454,52.467532467532465,127.0,11.0,66.0,9.090909090909092,-2.677446405065073,NR,Arkansas_State
65,66,Kentucky,82.50324672040138,50.0,44.66666666666666,48.0,84.0,74.0,-3.8333333333333335,0.9195147431334103,NR,Kentucky
66,67,Indiana,82.02972615080537,36.36363636363637,37.61038961038961,25.0,72.0,64.0,-0.8181818181818182,4.74765366691352,NR,Indiana
67,68,Colorado State,81.92436410223564,50.0,49.61904761904762,99.0,26.0,74.0,3.75,-2.3885030642754046,NR,Colorado_State
68,69,North Texas,81.83115970658143,61.53846153846154,60.83516483516483,95.0,24.0,115.0,-2.923076923076923,-7.34261618140944,NR,North_Texas
69,70,UCLA,81.56927689205045,46.15384615384615,44.747252747252745,50.0,33.0,115.0,-4.153846153846154,-0.2678875414574602,NR,UCLA
70,71,Louisiana Tech,81.48123630043885,50.0,52.66666666666667,114.0,53.0,47.0,3.1666666666666665,-4.352493676001023,NR,Louisiana_Tech
71,72,SMU,81.51252235774544,50.0,46.57142857142858,72.0,13.0,120.0,-2.4166666666666665,-1.32788384567891,NR,SMU
72,73,Minnesota,81.34079275423952,41.66666666666667,39.38095238095238,53.0,105.0,33.0,-0.75,2.6802333693246627,NR,Minnesota
73,74,Texas Tech,80.82797273310354,41.66666666666667,37.857142857142854,24.0,30.0,102.0,-1.5833333333333333,3.044479010673995,NR,Texas_Tech
74,75,Middle Tennessee,80.76723353586229,53.84615384615385,58.065934065934066,121.0,83.0,44.0,0.8461538461538461,-7.475903393356113,NR,Middle_Tennessee
75,76,Southern Mississippi,79.52689428256748,58.333333333333336,58.333333333333336,124.0,66.0,55.0,1.3333333333333333,-9.001376275324919,NR,Southern_Mississippi
76,77,Western Michigan,79.15852773845049,45.45454545454545,46.7012987012987,90.0,29.0,83.0,2.1818181818181817,-4.244116268118123,NR,Western_Michigan
77,78,Florida International,78.54695720120351,58.333333333333336,56.42857142857143,111.0,74.0,81.0,-3.6666666666666665,-9.373626457401794,NR,Florida_International
78,79,Georgia State,78.5259111387653,63.63636363636363,61.142857142857146,125.0,108.0,46.0,-4.181818181818182,-11.197221991280365,NR,Georgia_State
79,80,New Mexico State,78.41058937861979,53.84615384615385,58.065934065934066,126.0,50.0,78.0,-0.38461538461538464,-10.175591894824596,NR,New_Mexico_State
80,81,Virginia,78.3727806933003,41.66666666666667,36.33333333333333,26.0,105.0,79.0,-7.833333333333333,-0.3420626048634823,NR,Virginia
81,82,Eastern Michigan,78.19966698171989,41.66666666666667,43.95238095238095,105.0,77.0,37.0,2.75,-3.9584186936133214,NR,Eastern_Michigan
82,83,California,78.13583650219579,36.36363636363637,35.94805194805195,59.0,68.0,73.0,-1.9090909090909092,0.909353972749388,NR,California
83,84,Florida,77.13365348764356,36.36363636363637,35.94805194805195,41.0,104.0,61.0,-5.181818181818182,-0.38492590045687436,NR,Florida
84,85,UAB,77.0792460374079,58.333333333333336,57.952380952380956,130.0,70.0,59.0,-0.25,-11.657509797086039,NR,UAB
85,86,Utah State,76.99856983865577,41.66666666666667,42.42857142857143,89.0,55.0,68.0,0.3333333333333333,-4.595676492025534,NR,Utah_State
86,87,Akron,76.38545579519864,46.15384615384615,46.15384615384615,78.0,114.0,80.0,-10.076923076923077,-7.325831115056985,NR,Akron
87,88,Tulane,76.08079198012118,36.36363636363637,38.02597402597403,71.0,75.0,84.0,-4.454545454545454,-3.115358177960907,NR,Tulane
88,89,UT San Antonio,76.00255058188937,50.0,46.8,129.0,110.0,8.0,3.8,-8.110327471067524,NR,UT_San_Antonio
89,90,Syracuse,75.89425994569811,27.27272727272727,26.857142857142858,7.0,85.0,105.0,-9.090909090909092,1.2577747026956025,NR,Syracuse
90,91,Nebraska,75.54774425771394,33.33333333333333,33.33333333333333,15.0,80.0,114.0,-10.666666666666666,-0.5735770452417839,NR,Nebraska
91,92,Vanderbilt,75.07685680423516,36.36363636363637,37.1948051948052,51.0,101.0,103.0,-11.181818181818182,-3.864119155498793,NR,Vanderbilt
92,93,Colorado,74.76781363420224,36.36363636363637,35.94805194805195,69.0,89.0,70.0,-3.727272727272727,-3.4403148474612166,NR,Colorado
93,94,UNLV,74.72739583580149,45.45454545454545,45.03896103896104,110.0,67.0,85.0,-2.909090909090909,-8.78153559404473,NR,UNLV
94,95,Miami (OH),74.50935275865041,36.36363636363637,41.350649350649356,106.0,94.0,45.0,-1.5454545454545454,-7.0840637480348505,NR,Miami__OH_
95,96,Air Force,72.74450823043165,36.36363636363637,38.44155844155844,77.0,54.0,108.0,-6.7272727272727275,-7.615318516644351,NR,Air_Force
96,97,UMass,70.42175051650734,27.27272727272727,37.246753246753244,115.0,48.0,90.0,-2.5454545454545454,-9.856438866451473,NR,UMass
97,98,Rutgers,70.27997843945822,27.27272727272727,30.181818181818183,13.0,127.0,86.0,-17.181818181818183,-5.181022008851302,NR,Rutgers
98,99,Maryland,69.7415670663543,27.27272727272727,24.363636363636367,1.0,111.0,122.0,-18.363636363636363,-0.7327080402256616,NR,Maryland
99,100,Nevada,69.2692098113436,27.27272727272727,33.506493506493506,86.0,60.0,104.0,-6.090909090909091,-8.954604199648184,NR,Nevada
100,101,Arkansas,69.14512757188184,27.27272727272727,27.68831168831169,19.0,71.0,121.0,-11.909090909090908,-4.679247225048794,NR,Arkansas
101,102,North Carolina,69.06820607838272,18.181818181818183,25.246753246753244,20.0,102.0,99.0,-10.727272727272727,-2.562351979087973,NR,North_Carolina
102,103,Western Kentucky,68.36698483529695,41.66666666666667,38.99999999999999,128.0,90.0,65.0,-2.6666666666666665,-13.487218569868237,NR,Western_Kentucky
103,104,BYU,67.88958139114132,25.0,31.857142857142858,79.0,123.0,52.0,-9.416666666666666,-9.634756112149411,NR,BYU
104,105,Tennessee,66.78457482920224,27.27272727272727,25.61038961038961,40.0,118.0,88.0,-13.272727272727273,-6.120207912620586,NR,Tennessee
105,106,Louisiana Monroe,66.22760860799835,33.33333333333333,32.19047619047619,97.0,22.0,125.0,-7.083333333333333,-12.076043398139252,NR,Louisiana_Monroe
106,107,East Carolina,65.10368661244169,27.27272727272727,30.181818181818183,64.0,78.0,130.0,-20.09090909090909,-12.16467100419706,NR,East_Carolina
107,108,Cincinnati,65.76503031318127,27.27272727272727,31.012987012987015,68.0,112.0,100.0,-13.0,-11.872971775172296,NR,Cincinnati
108,109,Old Dominion,64.5760585276654,36.36363636363637,38.857142857142854,112.0,115.0,97.0,-13.272727272727273,-18.209320198900073,NR,Old_Dominion
109,110,Louisiana,63.91738271968517,36.36363636363637,36.77922077922078,119.0,75.0,123.0,-13.181818181818182,-17.923589996723535,NR,Louisiana
110,111,Idaho,63.38926961549593,27.27272727272727,28.519480519480517,118.0,113.0,62.0,-7.2727272727272725,-13.257817503249647,NR,Idaho
111,112,South Alabama,63.41913013692816,27.27272727272727,30.181818181818183,107.0,119.0,72.0,-11.363636363636363,-14.437408232114112,NR,South_Alabama
112,113,Tulsa,61.79774678339235,16.666666666666664,20.095238095238095,73.0,49.0,118.0,-8.166666666666666,-7.700499351490137,NR,Tulsa
113,114,Coastal Carolina,61.72583337315825,27.27272727272727,29.35064935064935,123.0,91.0,92.0,-7.454545454545454,-16.138517872174667,NR,Coastal_Carolina
114,115,Bowling Green,59.488126723394146,18.181818181818183,21.506493506493506,82.0,88.0,119.0,-13.090909090909092,-12.644975185142851,NR,Bowling_Green
115,116,Connecticut,57.07060428675906,18.181818181818183,17.766233766233768,66.0,99.0,124.0,-16.272727272727273,-12.094989932128101,NR,Connecticut
116,117,Illinois,55.72102482446601,16.666666666666664,15.142857142857144,47.0,125.0,89.0,-16.083333333333332,-10.676210572011136,NR,Illinois
117,118,Baylor,55.59989865149168,9.090909090909092,11.584415584415584,23.0,102.0,106.0,-12.363636363636363,-4.697242302572485,NR,Baylor
118,119,Georgia Southern,55.15309721733253,18.181818181818183,19.012987012987015,93.0,107.0,98.0,-11.454545454545455,-16.476762852611497,NR,Georgia_Southern
119,120,New Mexico,55.152515323822165,18.181818181818183,16.935064935064933,85.0,117.0,100.0,-14.363636363636363,-14.025708134231955,NR,New_Mexico
120,121,Hawai'i,53.16128952857329,18.181818181818183,18.181818181818183,103.0,109.0,108.0,-14.272727272727273,-18.588420750992423,NR,Hawai_i
121,122,San José State,47.62167524858693,8.333333333333332,15.19047619047619,83.0,126.0,128.0,-29.75,-23.719800187625744,NR,San_José_State
122,123,Kent State,46.87488329624799,9.090909090909092,12.000000000000002,75.0,130.0,110.0,-25.0,-20.357499307629357,NR,Kent_State
123,124,Charlotte,46.08421332331353,9.090909090909092,12.831168831168831,109.0,128.0,93.0,-19.90909090909091,-23.00090452560306,NR,Charlotte
124,125,Texas State,45.56823568672039,9.090909090909092,12.000000000000002,116.0,120.0,111.0,-18.636363636363637,-22.577551408640467,NR,Texas_State
125,126,Rice,44.54904929962764,8.333333333333332,10.619047619047619,108.0,124.0,113.0,-19.5,-21.96003816768806,NR,Rice
126,127,Ball State,42.20771787645269,9.090909090909092,9.506493506493507,102.0,120.0,126.0,-26.181818181818183,-23.987190977282523,NR,Ball_State
127,128,Kansas,36.946218137569915,0.0,3.6363636363636367,18.0,122.0,129.0,-29.0,-15.393610267403151,NR,Kansas
128,129,Oregon State,36.90830529413117,0.0,3.6363636363636367,44.0,116.0,127.0,-24.636363636363637,-15.480430217307244,NR,Oregon_State
129,130,UTEP,31.29510265679988,0.0,3.3333333333333335,104.0,129.0,117.0,-25.0,-26.75859038929179,NR,UTEP
